"Book Id","ISBN","Bookshelf","Tags","Wishlist","Started Reading On","Ended Reading On","Pages Read","Read","My Rating","Review","Short note","Advanced note","Signed","Number of copies","Quotes","Flashcards","Title","Subtitle","Language","Categories","Authors","Illustrators","Translators","Editors","Narrators","Photographers","Publisher","Page Count","Published At","Format","Series","Volume","Loan Type","Loan Name","Loan Start Date","Loan Due Date","Purchase From","Purchase Price","Purchase Date","Transfer Type","Transfer place","Transfer Price","Transfer Date","Description","Date added"
"424742","9781250207746","Fiction","",0,,,368,1,,,,,0,1,"","","The Severed Moon: A Year-Long Journal of Magic","A Year-Long Journal of Magic","en","Popular Psychology,Mind, Body & Spirit,Miscellaneous Items","Leigh Bardugo","","","","","","Imprint",368,"2019-01-29","hardcover",,,,,,,,,,,,,,"A bewitching journal filled with prompts and quotations from the imagination of worldwide #1 bestselling author Leigh Bardugo. 

""We learn to wring magic from the ordinary.”

Find the magic in your life with this year-long journal. On every page you will find an introspective question to respond to, or an evocative quotation from the novels of the Grishaverse—a magical world created by bestselling author Leigh Bardugo. Open your windows to the moon, write down what each prompt or quote conjures in your mind, and let this journal guide you through 365 days of magical self reflection.

An Imprint Book","2023-03-28"
"8292786","9781803363783","Fiction","",0,,,0,0,,,,,0,1,"","","SEVEN FACELESS SAINTS.",,"en","","M.K. Lobb","","","","","","Titan Books Ltd",,"2023-01-01","paperback",,,,,,,,,,,,,,,"2023-04-01"
"118732","9780062878038","Fiction","",0,,,0,0,,,,,0,1,"","","Serpent & Dove",,"en","YOUNG ADULT FICTION/Fantasy / Wizards & Witches,YOUNG ADULT FICTION/Romance / General,YOUNG ADULT FICTION/Fairy Tales & Folklore / Adaptations","Shelby Mahurin","","","","","","HarperTeen",544,"2020-08-01","paperback","Serpent & Dove",1,,,,,,,,,,,,"BOUND AS ONE TO LOVE, HONOR, OR BURN

Two years ago, 
Louise le Blanc fled her coven and took shelter in the city of Cesarine, forsaking all magic and living off whatever she could steal. There, witches like Lou are hunted. They are feared. And they are burned.

Sworn to the Church as a Chasseur, 
Reid Diggory has lived his life by one principle: Thou shalt not suffer a witch to live. His path was never meant to cross with Lou’s, but a wicked stunt forces them into an impossible union—holy matrimony.

The war between witches and Church is an ancient one, and Lou’s most dangerous ene-mies bring a fate worse than fire. Unable to ignore her growing feelings, yet powerless to change what she is, a choice must be made. 

AND 
LOVE MAKES FOOLS 
OF US ALL.","2023-03-23"
"26306","9780375866562","Fiction","",0,,,512,1,,,,,0,1,"","","Seraphina",,"en","Fantasy & Magical,Fantasy,Fiction","Rachel Hartman","","","","","","Random House Books for Young Readers",512,"2012-07-10","hardcover",,,,,,,,,,,,,,"Lyrical, imaginative, and wholly original, this New York Times bestseller with 8 starred reviews is not to be missed. Rachel Hartman’s award-winning debut will have you looking at dragons as you’ve never imagined them before…

In the kingdom of Goredd, dragons and humans live and work side by side – while below the surface, tensions and hostility simmer. 

The newest member of the royal court, a uniquely gifted musician named Seraphina, holds a deep secret of her own. One that she guards with all of her being.

When a member of the royal family is brutally murdered, Seraphina is drawn into the investigation alongside the dangerously perceptive—and dashing—Prince Lucien. But as the two uncover a sinister plot to destroy the wavering peace of the kingdom, Seraphina’s struggle to protect her secret becomes increasingly difficult… while its discovery could mean her very life.

""Will appeal to both fans of Christopher Paolini’s Eragon series and Robin McKinley’s The Hero and the Crown."" —Entertainment Weekly

“[A] lush, intricately plotted fantasy.” —The Washington Post

""Beautifully written. Some of the most interesting dragons I've read.""
—Christopher Paolini, New York Times bestselling author of Eragon","2023-11-09"
"88521","9780060577346","Fiction","",0,,,544,1,,,,,0,1,"","","Septimus Heap, Book Two: Flyte",,"en","JUVENILE FICTION/Fantasy & Magic,JUVENILE FICTION/Humorous Stories,JUVENILE FICTION/Family / General (see also headings under Social Themes)","Angie Sage","Mark Zug","","","","","Katherine Tegen Books",544,"2006-03-01","hardcover","Septimus Heap",2,,,,,,,,,,,,"It's been a year since septimus heap discovered his real family and true calling to be a wizard. As Apprentice to Extra Ordinary Wizard Marcia Overstrand, he is learning the fine arts of Conjurations, Charms, and other Magyk, while Jenna is adapting to life as the Princess and enjoying the freedom of the Castle.

But there is something sinister at work. Marcia is constantly trailed by a menacing Darke Shadow, and Septimus's brother Simon seems bent on a revenge no one understands. Why is the Darke Magyk still lingering?

Bringing fantasy to new heights, Angie Sage continues the journey of Septimus Heap with her trademark humor and all of the clever details readers have come to love.","2024-06-01"
"17397","9780060577377","Fiction","",0,,,560,1,,,,,0,1,"","","Septimus Heap, Book Three: Physik",,"en","JUVENILE FICTION/Fantasy & Magic,JUVENILE FICTION/Humorous Stories,JUVENILE FICTION/Family / General (see also headings under Social Themes)","Angie Sage","Mark Zug","","","","","Katherine Tegen Books",560,"2007-04-01","hardcover","Septimus Heap",3,,,,,,,,,,,,"When Silas Heap unSeals a forgotten room in the Palace, he releases the ghost of a Queen who lived five hundred years earlier. Queen Etheldredda is as awful in death as she was in life, and she's still up to no good. Her diabolical plan to give herself everlasting life requires Jenna's compliance, Septimus's disappearance, and the talents of her son, Marcellus Pye, a famous Alchemist and Physician. And if Queen Etheldredda's plot involves Jenna and Septimus, then it will surely involve Nicko, Alther Mella, Marcia Overstrand, Beetle, Stanley, Sarah, Silas, Spit Fyre, Aunt Zelda, and all of the other wacky, wonderful characters that made magyk and flyte so memorable.

With heart-stopping action and a dash of humor, Angie Sage continues the fantastical journey of Septimus Heap.","2024-05-04"
"85847","9780060577315","Fiction","",0,,,576,1,,,,,0,1,"","","Septimus Heap, Book One: Magyk",,"en","JUVENILE FICTION/Fantasy & Magic,JUVENILE FICTION/Humorous Stories,JUVENILE FICTION/Family / General (see also headings under Social Themes)","Angie Sage","Mark Zug","","","","","Katherine Tegen Books",576,"2005-03-01","hardcover","Septimus Heap",1,,,,,,,,,,,,"The seventh son of the seventh son, aptly named Septimus Heap, is stolen the night he is born by a midwife who pronounces him dead. That same night, the baby's father, Silas Heap, comes across a bundle in the snow containing a new born girl with violet eyes. The Heaps take this helpless newborn into their home, name her Jenna, and raise her as their own. But who is this myster ious baby girl, and what really happened to their beloved son Septimus?

The first book in this enthralling new series by Angie Sage leads readers on a fantastic journey filled with quirky characters and magykal charms, potions, and spells. magyk is an original story of lost and rediscovered identities, rich with humor and heart.","2023-12-10"
"11155630","9781496462718","Fiction","",0,,,0,0,,,,,0,1,"","","Secrets of the Highlands (Beacon Hill)",,"en","Young Adult Fiction","D. J. Williams","","","","","","Wander",,"2023-11-07",,"Beacon Hill",2,,,,,,,,,,,,"Jack Reynolds is the only one who can wield the power of Eden’s Star, but can he control it before it destroys him? Hunted across international cities and secret realms, Jack and his diverse group of boarding school friends are desperate to find the ancient artifacts of the seven Cherub tribes before it’s too late.

Emma Bennett’s supernatural gifts have grown, but even she can’t stop the dark forces capturing innocent Cherub and stealing their powers for their own sinister schemes. As the truth of a haunting prophecy is revealed, and an ally turns to the dark side, Jack and Emma must decide if trusting the guiding voice of Eden’s Star is worth the sacrifice.

Dive into this heart-pounding sequel to Hunt for Eden’s Star .","2023-11-25"
"9163616","9780345338044","Fiction","",0,,,0,0,,,,,0,1,"","","Second Genesis",,"en","Genetic engineering","Donald Moffitt","","","","","","Del Rey",340,"1986-01-01","paperback","Genesis Quest",2,,,,,,,,,,,,"""In this exciting sequel to the The Genesis Quest, a community of immortal humans created by aliens sets out on a ong and dangerous journey to discover the original home of mankind.""--Cover","2023-12-28"
"11209086","9781399609005","Fiction","",0,,,0,0,,,,,0,1,"","","Seasparrow",,,"","Kristin Cashore","","","","","","Orion",,,"hardcover",,,,,,,,,,,,,,,"2023-11-30"
"1647323","9780062563729","Fiction","",0,,,0,0,,,,,0,1,"","","The Sea Queen","A Novel","en","FICTION/Sagas,FICTION/Fantasy / Epic,FICTION/Historical","Linnea Hartsuyker","","","","","","Harper Paperbacks",480,"2019-06-01","paperback","The Golden Wolf Saga",2,,,,,,,,,,,,"An exhilarating Viking saga filled with the rich history, romantic adventure and political intrigue that have made Diana Gabaldon’sOutlander, George R. R. Martin’sGame of Thrones,as well as Phillippa Gregory’s historical fiction and Neil Gaiman’sNorse Mythologypopular bestsellers.

Six years after The Half-Drowned King, Ragnvald Eysteinsson is now king of Sogn, but fighting battles for King Harald keeps him away from home, as he confronts treachery and navigates a political landscape that grows more dangerous the higher he rises.

Ragnvald’s sister Svanhild has found the freedom and adventure she craves at the side of the rebel explorer Solvi Hunthiofsson, though not without a cost. She longs for a home where her quiet son can grow strong, and a place where she can put down roots, even as Solvi’s ambition draws him back to Norway’s battles again and keeps her divided from her brother.

As a growing rebellion unites King Harald’s enemies, Ragnvald suspects that some Norse nobles are not loyal to Harald’s dream of a unified Norway. He sets a plan in motion to defeat all of his enemies, and bring his sister back to his side, while Svanhild finds herself with no easy decisions, and no choices that will leave her truly free. Their actions will hold irrevocable repercussions for the fates of those they love and for Norway itself.

The Sea Queen returns to the fjords and halls of Viking-Age Scandinavia, a world of violence and prophecy, where honor is challenged by shifting allia...","2023-03-23"
